"OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","HOURLY"
"23-1000","Lawyers, Judges, and Related Workers","minor","641,020",0.6,60.99,"126,860",0.6,24.48,34.74,53.24,78.18,"#","50,920","72,250","110,740","162,620","#",,
"33-3050","Police Officers","broad","636,140",0.6,27.78,"57,770",0.7,15.56,19.95,26.57,34.85,42.93,"32,360","41,490","55,260","72,480","89,290",,
"33-3051","Police and Sheriff's Patrol Officers","detailed","632,000",0.6,27.78,"57,770",0.7,15.55,19.94,26.57,34.85,42.94,"32,350","41,480","55,270","72,480","89,310",,
"21-1090","Miscellaneous Community and Social Service Specialists","broad","631,150",0.6,18.37,"38,200",0.4,9.88,12.38,16.41,22.30,29.91,"20,550","25,750","34,130","46,390","62,210",,
"39-9010","Childcare Workers","broad","624,520",1.0,10.25,"21,310",0.6,7.85,8.46,9.38,11.51,14.19,"16,340","17,600","19,510","23,940","29,510",,
"39-9011","Childcare Workers","detailed","624,520",1.0,10.25,"21,310",0.6,7.85,8.46,9.38,11.51,14.19,"16,340","17,600","19,510","23,940","29,510",,
"25-2022","Middle School Teachers, Except Special and Career/Technical Education","detailed","620,900",1.1,"*","56,280",0.6,"*","*","*","*","*","36,740","43,400","53,430","66,850","82,190","TRUE",
"25-3098","Substitute Teachers","detailed","619,700",1.5,14.22,"29,590",1.7,8.40,9.78,12.47,16.45,21.09,"17,470","20,340","25,930","34,220","43,870",,
"29-1060","Physicians and Surgeons","broad","611,650",1.0,91.38,"190,060",0.6,28.88,62.08,"#","#","#","60,070","129,130","#","#","#",,
"15-1140","Database and Systems Administrators and Network Architects","broad","599,800",0.7,38.90,"80,910",0.3,21.84,28.36,36.96,47.72,58.46,"45,440","58,980","76,880","99,260","121,600",,
"21-1010","Counselors","broad","598,250",0.8,22.84,"47,510",0.5,12.23,15.85,21.18,28.29,35.96,"25,440","32,960","44,040","58,840","74,790",,
"11-2000","Advertising, Marketing, Promotions, Public Relations, and Sales Managers","minor","598,110",0.5,58.24,"121,150",0.3,26.01,35.90,51.90,72.80,"#","54,090","74,660","107,950","151,430","#",,
"49-3023","Automotive Service Technicians and Mechanics","detailed","596,830",0.7,18.78,"39,060",0.3,10.01,13.06,17.60,23.19,28.88,"20,810","27,150","36,610","48,230","60,070",,
"23-1010","Lawyers and Judicial Law Clerks","broad","593,120",0.7,62.21,"129,410",0.6,25.32,35.31,53.91,79.97,"#","52,670","73,450","112,120","166,350","#",,
"29-1120","Therapists","broad","591,350",0.6,34.50,"71,760",0.2,20.88,26.45,33.66,41.72,49.87,"43,420","55,020","70,000","86,790","103,730",,
"15-1132","Software Developers, Applications","detailed","586,340",1.2,44.85,"93,280",0.4,26.54,34.06,43.30,54.46,66.77,"55,190","70,850","90,060","113,280","138,880",,
"21-1020","Social Workers","broad","582,270",0.6,22.78,"47,370",0.5,13.20,16.43,21.25,27.90,35.09,"27,450","34,170","44,200","58,030","72,980",,
"23-1011","Lawyers","detailed","581,920",0.7,62.93,"130,880",0.6,26.11,36.00,54.58,80.77,"#","54,310","74,880","113,530","168,010","#",,
"51-6000","Textile, Apparel, and Furnishings Workers","minor","575,080",0.8,11.62,"24,170",0.3,8.15,8.91,10.58,13.43,17.04,"16,960","18,540","22,000","27,930","35,450",,
"49-2000","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","minor","572,810",0.9,23.21,"48,280",0.3,12.70,16.56,22.38,29.56,35.02,"26,420","34,450","46,550","61,490","72,850",,
"51-1000","Supervisors of Production Workers","minor","568,820",0.4,27.61,"57,420",0.2,15.64,19.89,25.98,33.87,42.81,"32,530","41,370","54,040","70,450","89,040",,
"51-1010","First-Line Supervisors of Production and Operating Workers","broad","568,820",0.4,27.61,"57,420",0.2,15.64,19.89,25.98,33.87,42.81,"32,530","41,370","54,040","70,450","89,040",,
"51-1011","First-Line Supervisors of Production and Operating Workers","detailed","568,820",0.4,27.61,"57,420",0.2,15.64,19.89,25.98,33.87,42.81,"32,530","41,370","54,040","70,450","89,040",,
"47-2030","Carpenters","broad","567,820",0.8,21.41,"44,520",0.4,11.96,15.04,19.20,26.35,34.90,"24,880","31,290","39,940","54,800","72,580",,
"47-2031","Carpenters","detailed","567,820",0.8,21.41,"44,520",0.4,11.96,15.04,19.20,26.35,34.90,"24,880","31,290","39,940","54,800","72,580",,
"15-1120","Computer and Information Analysts","broad","554,710",0.9,40.64,"84,520",0.4,24.02,30.45,38.68,48.85,59.62,"49,950","63,330","80,460","101,600","124,010",,
"31-9092","Medical Assistants","detailed","553,140",0.8,14.69,"30,550",0.3,10.14,11.99,14.12,17.01,19.99,"21,080","24,940","29,370","35,380","41,570",,
"27-3000","Media and Communication Workers","minor","551,020",0.7,28.45,"59,180",0.5,12.14,17.10,24.49,34.80,47.71,"25,250","35,580","50,930","72,380","99,240",,
"39-9030","Recreation and Fitness Workers","broad","543,800",0.8,14.60,"30,370",0.6,8.25,9.11,11.71,17.55,25.78,"17,150","18,940","24,360","36,500","53,630",,
"43-3070","Tellers","broad","541,770",0.6,12.40,"25,790",0.2,9.44,10.41,11.99,14.07,16.50,"19,630","21,660","24,940","29,260","34,320",,
"43-3071","Tellers","detailed","541,770",0.6,12.40,"25,790",0.2,9.44,10.41,11.99,14.07,16.50,"19,630","21,660","24,940","29,260","34,320",,
"13-1110","Management Analysts","broad","540,440",0.8,42.34,"88,070",0.4,21.33,28.18,37.79,50.43,68.55,"44,370","58,620","78,600","104,890","142,580",,
"13-1111","Management Analysts","detailed","540,440",0.8,42.34,"88,070",0.4,21.33,28.18,37.79,50.43,68.55,"44,370","58,620","78,600","104,890","142,580",,
"35-3010","Bartenders","broad","538,220",1.0,10.40,"21,630",0.4,7.85,8.39,9.09,11.17,15.49,"16,340","17,450","18,900","23,230","32,220",,
"35-3011","Bartenders","detailed","538,220",1.0,10.40,"21,630",0.4,7.85,8.39,9.09,11.17,15.49,"16,340","17,450","18,900","23,230","32,220",,
"39-3000","Entertainment Attendants and Related Workers","minor","530,880",1.2,10.23,"21,280",0.5,7.83,8.36,9.06,10.89,14.52,"16,290","17,390","18,850","22,660","30,210",,
"15-1151","Computer User Support Specialists","detailed","525,630",0.8,24.10,"50,130",0.3,13.28,17.21,22.32,29.04,37.23,"27,620","35,790","46,420","60,400","77,430",,
"47-2110","Electricians","broad","519,850",0.8,25.50,"53,030",0.5,14.63,18.13,23.96,31.48,39.87,"30,420","37,720","49,840","65,470","82,930",,
"47-2111","Electricians","detailed","519,850",0.8,25.50,"53,030",0.5,14.63,18.13,23.96,31.48,39.87,"30,420","37,720","49,840","65,470","82,930",,
"11-2020","Marketing and Sales Managers","broad","516,170",0.5,59.26,"123,260",0.3,26.57,36.68,53.05,74.05,"#","55,260","76,300","110,340","154,030","#",,
"43-6013","Medical Secretaries","detailed","509,640",0.8,15.71,"32,670",0.3,10.53,12.53,15.07,18.15,22.06,"21,890","26,060","31,350","37,740","45,880",,
"43-5050","Postal Service Workers","broad","509,030",0.0,24.55,"51,070",0.3,19.45,24.14,25.53,27.16,27.17,"40,460","50,210","53,100","56,500","56,510",,
"13-2050","Financial Analysts and Advisors","broad","507,090",0.9,41.46,"86,240",0.6,18.90,25.00,34.51,48.21,73.01,"39,320","51,990","71,770","100,280","151,860",,
"35-2011","Cooks, Fast Food","detailed","504,740",1.5,9.03,"18,780",0.4,7.82,8.29,8.85,9.41,11.20,"16,260","17,240","18,410","19,580","23,290",,
"35-9020","Dishwashers","broad","501,910",0.9,9.10,"18,930",0.3,7.79,8.27,8.88,9.54,11.27,"16,210","17,200","18,460","19,850","23,450",,
"35-9021","Dishwashers","detailed","501,910",0.9,9.10,"18,930",0.3,7.79,8.27,8.88,9.54,11.27,"16,210","17,200","18,460","19,850","23,450",,
"27-1000","Art and Design Workers","minor","499,620",0.9,24.02,"49,960",0.5,10.24,13.89,20.31,29.96,42.34,"21,310","28,890","42,250","62,310","88,060",,
"25-2010","Preschool and Kindergarten Teachers","broad","497,720",0.9,18.17,"37,800",1.3,9.14,11.27,15.89,22.88,31.06,"19,020","23,440","33,040","47,600","64,610",,
"53-7050","Industrial Truck and Tractor Operators","broad","496,570",0.9,15.43,"32,090",0.5,9.80,11.78,14.53,18.12,22.33,"20,390","24,500","30,220","37,680","46,450",,
"53-7051","Industrial Truck and Tractor Operators","detailed","496,570",0.9,15.43,"32,090",0.5,9.80,11.78,14.53,18.12,22.33,"20,390","24,500","30,220","37,680","46,450",,
"43-3020","Billing and Posting Clerks","broad","490,850",0.7,16.61,"34,540",0.2,11.24,13.25,16.08,19.05,22.82,"23,380","27,560","33,450","39,630","47,460",,
"43-3021","Billing and Posting Clerks","detailed","490,850",0.7,16.61,"34,540",0.2,11.24,13.25,16.08,19.05,22.82,"23,380","27,560","33,450","39,630","47,460",,
"27-2000","Entertainers and Performers, Sports and Related Workers","minor","489,840",2.6,27.35,"56,890",2.2,8.63,10.81,18.52,31.65,55.76,"17,940","22,480","38,530","65,820","115,990",,
"53-3022","Bus Drivers, School or Special Client","detailed","489,750",0.9,14.01,"29,150",0.5,8.47,10.11,13.50,17.15,20.94,"17,610","21,020","28,080","35,670","43,560",,
"25-2050","Special Education Teachers","broad","488,230",0.7,"*","58,140",1.0,"*","*","*","*","*","36,200","43,790","54,880","69,870","87,550","TRUE",
"11-3030","Financial Managers","broad","484,910",0.5,59.26,"123,260",0.3,28.67,38.43,52.76,71.83,"#","59,630","79,930","109,740","149,410","#",,
"11-3031","Financial Managers","detailed","484,910",0.5,59.26,"123,260",0.3,28.67,38.43,52.76,71.83,"#","59,630","79,930","109,740","149,410","#",,
"15-1121","Computer Systems Analysts","detailed","482,040",1.0,40.29,"83,800",0.4,24.02,30.30,38.31,48.09,58.70,"49,950","63,030","79,680","100,030","122,090",,
"39-5000","Personal Appearance Workers","minor","478,160",0.7,12.68,"26,370",0.6,8.08,8.82,10.67,14.38,20.08,"16,820","18,350","22,190","29,920","41,760",,
"13-1070","Human Resources Workers","broad","471,340",0.6,28.79,"59,890",0.3,14.60,19.64,26.73,35.85,46.11,"30,370","40,850","55,600","74,560","95,900",,
"25-1190","Miscellaneous Postsecondary Teachers","broad","470,200",1.4,"*","59,110",2.0,"*","*","*","*","*","19,380","32,490","47,640","72,740","109,760","TRUE",
"47-1000","Supervisors of Construction and Extraction Workers","minor","456,640",0.6,30.40,"63,230",0.2,17.73,22.36,28.70,36.55,45.36,"36,880","46,510","59,700","76,030","94,340",,
"47-1010","First-Line Supervisors of Construction Trades and Extraction Workers","broad","456,640",0.6,30.40,"63,230",0.2,17.73,22.36,28.70,36.55,45.36,"36,880","46,510","59,700","76,030","94,340",,
"47-1011","First-Line Supervisors of Construction Trades and Extraction Workers","detailed","456,640",0.6,30.40,"63,230",0.2,17.73,22.36,28.70,36.55,45.36,"36,880","46,510","59,700","76,030","94,340",,
"51-9060","Inspectors, Testers, Sorters, Samplers, and Weighers","broad","454,010",0.7,17.90,"37,240",0.4,9.84,12.54,16.57,21.85,28.29,"20,460","26,090","34,460","45,450","58,840",,
"51-9061","Inspectors, Testers, Sorters, Samplers, and Weighers","detailed","454,010",0.7,17.90,"37,240",0.4,9.84,12.54,16.57,21.85,28.29,"20,460","26,090","34,460","45,450","58,840",,
"33-3010","Bailiffs, Correctional Officers, and Jailers","broad","451,100",0.5,20.87,"43,410",0.5,12.84,15.19,18.74,25.71,33.36,"26,700","31,590","38,970","53,490","69,390",,
"17-3020","Engineering Technicians, Except Drafters","broad","439,710",0.8,26.63,"55,390",0.3,15.70,19.88,25.92,32.38,38.95,"32,660","41,350","53,920","67,340","81,020",,
"33-3012","Correctional Officers and Jailers","detailed","434,870",0.5,20.94,"43,550",0.6,12.98,15.25,18.77,25.72,33.47,"27,000","31,730","39,040","53,500","69,610",,
"35-3022","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","detailed","434,220",1.8,9.34,"19,430",0.4,7.80,8.28,8.92,9.86,12.02,"16,210","17,220","18,560","20,500","25,000",,
"41-2021","Counter and Rental Clerks","detailed","432,650",0.9,12.93,"26,900",0.4,8.25,9.06,11.12,15.08,20.61,"17,160","18,840","23,130","31,370","42,870",,
"49-9040","Industrial Machinery Installation, Repair, and Maintenance Workers","broad","430,030",0.7,22.84,"47,500",0.2,13.95,17.44,22.02,27.64,33.63,"29,010","36,270","45,810","57,490","69,960",,
"45-0000","Farming, Fishing, and Forestry Occupations","major","427,670",1.2,11.65,"24,230",0.5,8.23,8.65,9.31,12.97,18.64,"17,130","18,000","19,370","26,970","38,770",,
"11-9030","Education Administrators","broad","426,670",0.5,42.38,"88,150",0.7,21.31,30.12,39.87,51.81,66.28,"44,330","62,650","82,930","107,760","137,850",,
"49-1000","Supervisors of Installation, Maintenance, and Repair Workers","minor","421,650",0.5,30.07,"62,540",0.2,17.54,22.28,28.97,36.49,44.56,"36,480","46,350","60,250","75,900","92,690",,
"49-1010","First-Line Supervisors of Mechanics, Installers, and Repairers","broad","421,650",0.5,30.07,"62,540",0.2,17.54,22.28,28.97,36.49,44.56,"36,480","46,350","60,250","75,900","92,690",,
"49-1011","First-Line Supervisors of Mechanics, Installers, and Repairers","detailed","421,650",0.5,30.07,"62,540",0.2,17.54,22.28,28.97,36.49,44.56,"36,480","46,350","60,250","75,900","92,690",,
"51-9198","Helpers--Production Workers","detailed","419,840",1.3,11.84,"24,620",0.4,8.22,9.12,10.96,13.88,17.28,"17,100","18,960","22,810","28,870","35,950",,
"27-1020","Designers","broad","414,630",0.9,21.67,"45,060",0.5,10.00,13.20,18.77,27.35,37.04,"20,800","27,460","39,050","56,890","77,030",,
"13-1020","Buyers and Purchasing Agents","broad","399,990",0.6,29.29,"60,920",0.2,16.26,20.77,27.35,35.91,45.15,"33,810","43,200","56,880","74,690","93,910",,
"35-9010","Dining Room and Cafeteria Attendants and Bartender Helpers","broad","395,750",1.3,9.47,"19,690",0.4,7.82,8.29,8.89,9.68,12.53,"16,260","17,250","18,500","20,130","26,060",,
"35-9011","Dining Room and Cafeteria Attendants and Bartender Helpers","detailed","395,750",1.3,9.47,"19,690",0.4,7.82,8.29,8.89,9.68,12.53,"16,260","17,250","18,500","20,130","26,060",,
"35-2012","Cooks, Institution and Cafeteria","detailed","395,280",0.7,11.70,"24,340",0.3,8.12,9.08,10.99,13.71,16.89,"16,890","18,890","22,860","28,510","35,120",,
"13-1071","Human Resources Specialists","detailed","394,380",0.6,29.16,"60,660",0.3,15.75,20.11,26.83,35.64,45.86,"32,770","41,820","55,800","74,130","95,380",,
"53-3031","Driver/Sales Workers","detailed","394,110",1.4,13.33,"27,730",0.6,8.07,8.80,10.90,16.79,22.23,"16,780","18,310","22,670","34,930","46,240",,
"47-2070","Construction Equipment Operators","broad","393,410",0.9,21.88,"45,510",0.4,12.73,15.50,19.70,26.84,34.83,"26,470","32,230","40,980","55,820","72,440",,
"13-1160","Market Research Analysts and Marketing Specialists","broad","392,740",0.7,32.39,"67,380",0.5,16.00,21.07,28.99,40.91,54.57,"33,280","43,830","60,300","85,090","113,500",,
"13-1161","Market Research Analysts and Marketing Specialists","detailed","392,740",0.7,32.39,"67,380",0.5,16.00,21.07,28.99,40.91,54.57,"33,280","43,830","60,300","85,090","113,500",,
"15-1133","Software Developers, Systems Software","detailed","391,700",1.8,49.30,"102,550",0.5,30.19,37.95,47.59,59.40,71.56,"62,800","78,930","99,000","123,560","148,850",,
"51-4040","Machinists","broad","388,370",1.0,19.65,"40,860",0.4,11.70,14.97,18.99,23.53,28.75,"24,340","31,130","39,500","48,930","59,790",,
"51-4041","Machinists","detailed","388,370",1.0,19.65,"40,860",0.4,11.70,14.97,18.99,23.53,28.75,"24,340","31,130","39,500","48,930","59,790",,
"43-3010","Bill and Account Collectors","broad","385,890",1.2,16.50,"34,320",0.4,10.50,12.71,15.61,18.95,23.38,"21,850","26,450","32,480","39,420","48,640",,
"43-3011","Bill and Account Collectors","detailed","385,890",1.2,16.50,"34,320",0.4,10.50,12.71,15.61,18.95,23.38,"21,850","26,450","32,480","39,420","48,640",,
"47-2150","Pipelayers, Plumbers, Pipefitters, and Steamfitters","broad","383,970",1.1,24.75,"51,480",0.5,13.31,17.04,22.82,30.93,39.54,"27,690","35,430","47,460","64,340","82,250",,
"23-2000","Legal Support Workers","minor","382,000",1.0,24.57,"51,100",0.4,13.80,17.37,22.53,29.43,38.09,"28,690","36,130","46,850","61,210","79,220",,
"47-4000","Other Construction and Related Workers","minor","382,000",1.0,20.94,"43,540",0.4,11.38,14.53,19.05,25.77,33.98,"23,680","30,230","39,620","53,600","70,680",,
"51-4120","Welding, Soldering, and Brazing Workers","broad","379,140",0.8,18.32,"38,100",0.3,11.77,14.18,17.35,21.49,26.75,"24,490","29,490","36,090","44,700","55,640",,
"53-1000","Supervisors of Transportation and Material Moving Workers","minor","372,930",0.5,24.82,"51,620",0.2,14.28,18.16,23.52,30.25,36.49,"29,700","37,770","48,910","62,920","75,890",,
"51-3020","Butchers and Other Meat, Poultry, and Fish Processing Workers","broad","372,060",1.4,12.61,"26,230",0.4,8.54,9.81,11.74,14.43,18.24,"17,760","20,400","24,420","30,010","37,940",,
"39-5010","Barbers, Hairdressers, Hairstylists and Cosmetologists","broad","368,500",1.1,12.89,"26,820",0.6,8.11,8.91,10.95,14.63,20.39,"16,860","18,540","22,770","30,420","42,410",,
"51-9110","Packaging and Filling Machine Operators and Tenders","broad","367,700",1.3,13.54,"28,160",0.4,8.49,9.69,12.43,16.60,20.80,"17,660","20,160","25,860","34,520","43,260",,
"51-9111","Packaging and Filling Machine Operators and Tenders","detailed","367,700",1.3,13.54,"28,160",0.4,8.49,9.69,12.43,16.60,20.80,"17,660","20,160","25,860","34,520","43,260",,
"45-2000","Agricultural Workers","minor","365,760",1.4,10.54,"21,920",0.5,8.20,8.57,9.14,11.15,15.40,"17,060","17,820","19,020","23,180","32,020",,
"41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","detailed","364,830",1.6,41.20,"85,690",0.7,17.92,24.89,36.04,51.19,70.83,"37,270","51,780","74,970","106,480","147,320",,
"39-5012","Hairdressers, Hairstylists, and Cosmetologists","detailed","355,910",1.1,12.88,"26,790",0.7,8.10,8.90,10.91,14.59,20.37,"16,850","18,520","22,700","30,350","42,360",,
"29-2052","Pharmacy Technicians","detailed","353,340",0.7,14.63,"30,430",0.3,9.89,11.69,14.10,17.22,20.38,"20,580","24,320","29,320","35,810","42,400",,
"29-2030","Diagnostic Related Technologists and Technicians","broad","353,060",0.8,28.45,"59,170",0.4,17.76,22.31,27.81,34.13,40.68,"36,940","46,400","57,850","70,980","84,610",,
"21-1093","Social and Human Service Assistants","detailed","351,400",0.9,14.85,"30,880",0.4,9.34,11.07,13.87,17.61,22.16,"19,430","23,020","28,850","36,640","46,080",,
"15-1142","Network and Computer Systems Administrators","detailed","350,320",0.7,36.69,"76,320",0.3,21.31,27.15,34.88,44.41,55.38,"44,330","56,470","72,560","92,370","115,180",,
"11-2022","Sales Managers","detailed","344,730",0.6,57.68,"119,980",0.3,25.46,34.72,50.60,72.41,"#","52,950","72,210","105,260","150,610","#",,
"35-9030","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","broad","341,400",1.0,9.41,"19,570",0.4,7.79,8.27,8.93,10.10,12.28,"16,200","17,210","18,580","21,010","25,550",,
"35-9031","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","detailed","341,400",1.0,9.41,"19,570",0.4,7.79,8.27,8.93,10.10,12.28,"16,200","17,210","18,580","21,010","25,550",,
"47-2152","Plumbers, Pipefitters, and Steamfitters","detailed","340,370",1.2,25.46,"52,950",0.5,13.95,17.72,23.62,31.75,40.60,"29,020","36,860","49,140","66,050","84,440",,
"25-2011","Preschool Teachers, Except Special Education","detailed","340,350",1.3,14.79,"30,750",1.2,8.70,10.19,13.04,17.48,23.40,"18,090","21,200","27,130","36,360","48,660",,
